52.23,13.8,9.66,0,1.84
53.14,19.33,4.07,0,1.97
51.78,19.2,1.83,0,2.4
56.53,15.96,3.97,0,2.02
40.35,13.71,0.23,0,3.72
58.41,15.47,9.32,0,1.9
49.5,15.06,9.07,0,1.89
43.96,14.44,6.93,0,2.25
44.46,16.13,8.01,0,2.19
46.74,10.66,4.23,0,2.21
42.95,17.8,4.66,1,1.8
59.01,14.18,4.15,1,2.57
52.58,19.84,6.9,1,2.22
48.01,17.66,8.74,1,2.38
52.64,19.48,2.81,1,1.92
52.25,18.91,8.29,1,2.46
56.18,18.27,9.15,1,2.97
41.31,14.47,8.43,1,2.4
56.56,18.99,6.24,1,2.47
44.77,13.2,7.18,1,2.06
50.48,10.98,2.12,1,1.82
55.72,10.15,6.47,1,2.41
42.48,15.52,7.09,1,2.1
52.44,16.73,9.98,1,2.88
52.17,11.22,1.8,1,1.92
49.45,10.6,9.61,1,2.63
52.4,13.81,8.31,1,2.47
40.04,17.32,4.04,1,1.9
41.67,14.14,2.58,1,1.8
55.13,10.18,1.36,1,2.17
49.55,14.28,4.15,1,1.79
52.87,18.1,7.15,1,2.28
43.61,17.96,9.94,1,2.69
58.03,17.06,8.49,1,3.03
58.52,10.81,0.29,1,2.63
44.85,10.29,2.91,1,1.71
55.45,13.06,4.9,1,2.22
43.94,14.91,4.85,1,1.79
41.39,18.24,0.54,1,1.93
44.93,13.21,5.66,1,1.85
56.47,13.92,4.62,1,2.3
48.08,10.67,4.27,1,1.75
41.64,12.71,0.72,1,1.9
43.28,10.55,9.53,1,2.59
52.44,19.99,1.16,1,1.97
51.47,12.17,0.8,1,1.95
47.18,12.36,8.65,1,2.35
49.83,12.79,6.96,1,2.09
50.06,12.06,5.9,1,1.95
40.2,12.75,0.77,1,1.97
40.36,11.06,9.17,1,2.62
47.64,18.57,0.14,1,1.88
44.38,13.44,7.38,1,2.1
44.42,17.47,8.91,1,2.41
42.26,14.76,4.6,1,1.82
49.32,16.48,7.81,1,2.22
58.74,19.07,2.17,1,2.53
44.94,15.49,2.41,1,1.71
44.77,12.64,7.63,1,2.14
41.86,15.15,9.88,1,2.73
40.26,10.77,3.48,1,1.87
54.67,13.12,7.78,1,2.53
41.82,12.04,9.66,1,2.67
46.5,14.66,6.92,1,2.01
52.31,11.8,9.83,1,2.83
45.14,15.71,3.45,1,1.71
57.52,14.69,3.56,1,2.37
53.88,12.24,8.3,1,2.57
55.79,17.87,7.25,1,2.54
55.21,11.15,8.35,1,2.7
41.25,17.94,1.13,1,1.88
48.62,13.67,9.36,1,2.54
51.39,12.49,0.37,1,1.98
46.9,17.35,6.71,1,1.98
50.25,16.26,5.91,1,1.96
51.63,19.76,5.52,1,1.98
45.6,12.3,9.02,1,2.42
51.58,19.7,3.03,1,1.86
42.25,15.25,4.95,1,1.85
59.21,16.64,2.19,1,2.59
56.29,14.35,8.69,1,2.88
51.98,17.77,8.38,1,2.46
45.89,12.99,0.96,1,1.78
46.34,19.72,4.2,1,1.73
44.17,13.84,8.76,1,2.38
59.59,16.41,1.07,1,2.7
47.73,14.93,1.66,1,1.75
51.74,15.83,0.59,1,1.98
49.78,11.97,9.89,1,2.72
44.15,11.69,1.99,1,1.74
43.62,19.61,6.5,1,1.97
40.7,11.36,4.05,1,1.86
40.16,16.86,0.61,1,1.98
42.45,19.58,2.09,1,1.78
40.03,10.88,0.43,1,2.01
53.2,16.85,3.84,1,1.97
52.07,13.33,7.37,1,2.27
58.71,12.34,3.67,1,2.52
53.68,19.42,0.05,1,2.17
49.52,17.42,7.32,1,2.14
55.68,18.81,6.53,1,2.42
58.28,14.1,0.19,1,2.61
50.96,17.94,7.41,1,2.21
52.49,14.73,4.81,1,1.98
51.8,15.48,2.44,1,1.87
56.4,11.24,2.54,1,2.24
56.78,11.72,0.94,1,2.37
47.58,10.37,5.62,1,1.85
43.14,13.44,4.24,1,1.77
55.09,13.25,3.75,1,2.12
42.2,18.76,4.95,1,1.85
58.89,15.11,6.34,1,2.75
51.25,13.11,8.21,1,2.38
57.09,12.33,3.54,1,2.32
49.39,16.82,3.18,1,1.76
43.51,13.81,4.16,1,1.76
52.01,15.3,1.23,1,1.94
54.78,16.44,8.3,1,2.65
47.68,14.44,0.93,1,1.8
45.28,15.8,4.48,1,1.75
42.08,17.02,3.64,1,1.79
57.27,18.17,9.18,1,3.1
45.61,15.48,5.67,1,1.84
41.71,17.41,9.68,1,2.68
59.69,15.45,5.08,1,2.72
49.98,12.49,2.95,1,1.78
59.74,18.28,2.61,1,2.65
56.39,13.15,9.28,1,3.03
54.02,19.18,3.33,1,2.02
55.87,18.46,1.7,1,2.22
42.33,18.92,2.17,1,1.78
48.16,16.5,7.54,1,2.14
41.13,10.17,5.57,1,1.95
42.38,15.08,0.65,1,1.88
44.58,17.7,1.4,1,1.76
55.32,11.39,0.21,1,2.29
47.25,17.74,9.46,1,2.54
40.08,19.76,1.9,1,1.9
59.45,18.72,3.23,1,2.61
46.75,12.98,8.26,1,2.26
51.08,17.03,4.15,1,1.86
54.18,16.19,5.3,1,2.14
56.57,10.27,9.24,1,3.04
44.9,13.63,4.49,1,1.75
58.45,11.35,6.14,1,2.67
58.89,10.17,4.29,1,2.56
50.81,19.78,4.25,1,1.85
59.89,13.93,6.53,1,2.91
52.31,17.25,6.5,1,2.14
47.81,13.57,4.65,1,1.77
44.11,14.84,4.79,1,1.78
53.36,10.44,3.93,1,1.99
57.32,18.29,2.86,1,2.34
50.82,10.43,6.37,1,2.04
48.93,14.41,0.64,1,1.85
46.17,18.3,1.6,1,1.74
49.41,16.54,0.55,1,1.88
44.69,12.57,8.96,1,2.42
46.99,18.05,4.36,1,1.74
54.42,12.79,5.66,1,2.2
52.43,11.33,8.95,1,2.61
59.31,15.73,7.17,1,2.93
54.74,12.78,7.72,1,2.53
